Month;Station;light_mean_diff_flux_umol_m2_h1;dark_mean_diff_flux_umol_m2_h1;CO2_light_mean_diff_flux_umol_m2_h1;CO2_dark_mean_diff_flux_umol_m2_h1
Feb;9;7,99910951289115;8,150365140567011;1403,284567600973;2698,485949185086
Feb;10;12,26546731476728;22,765724169111135;880,539550299779;1516,104568527404
Feb;11;21,84607820225123;22,542728183352033;1466,499319407674;1455,915975693311
Feb;12;19,84566752973127;16,648354306856739;3845,028600619603;4132,169054330177
Feb;13;22,01111466846487;22,150119352543744;10901,665896521870;11086,163803493655
Feb;14;87,88966395079053;88,913565704222549;8142,397251679518;11463,951904884212
Jan;2;16,81062076444349;17,146300423859383;NA;NA
Jan;3;10,85745684382647;10,510057244482724;NA;NA
Jan;4;10,29369557782572;8,678466875878129;NA;NA
Jan;5;8,95331804542710;-2,573890203151950;NA;NA
Jan;6;7,65240041851775;10,657945111284556;NA;NA
Jan;7;41,45525809438984;41,909638861948658;7951,851553586859;6823,707550483951
Jan;9;8,47938343854187;9,583988056904380;NA;NA
Jan;11;15,33954994200736;14,483282103268946;NA;NA
Jan;12;33,88911276817863;32,265513150763759;4917,479411467090;3657,439631147308
Mar;1;19,91464224457517;13,723948359022817;1236,170134256566;1781,473246849983
Mar;2;31,33121188156089;25,478634038903152;2196,434885435169;2403,124913792111
Mar;3;25,27179049792180;24,917183788305511;2272,412894310357;2673,202427386202
Mar;4;22,41052982114641;8,210674217872135;365,617028931944;1015,491574515662
Mar;5;82,64233007726267;55,074208453983459;15880,275618071108;8073,428704774445
Mar;8;32,56376911681610;28,214478468244074;5674,597499833696;4924,662309864106
Mar;9;27,76574919667675;41,853687033986091;771,712483133484;1416,989928501672
Mar;10;15,25095554927072;17,530751015541775;265,735717487175;415,791356805716
Mar;11;4,61306328846331;9,329099072705679;1637,174664105222;1266,051664256052
Mar;12;87,26626567008800;71,233765078630498;5101,581917743517;8008,079572171929
May;1;26,31166023732307;31,747190085646753;3082,030684557292;4032,194860471942
May;3;72,86518605885409;41,067687086950713;5569,931447326278;7090,446023935470
May;5;10,26525180702159;-17,286936926265501;4458,041822191163;4008,572444128570
May;7;39,75292452541919;48,452989340192119;1315,077801277457;1988,637185022480
May;8;49,52106460244281;27,243961128609815;526,888896248121;747,311474586780
May;10;24,49641561476884;17,727181606605601;886,907841806855;1466,755938868022
May;11;13,68364038031151;14,923826103473255;1062,159833709738;1054,192090400873
May;12;41,80450659569505;27,369939482174306;1357,996549545078;1918,718554043945
May;13;113,65000812706513;102,300183945168683;12002,252147643336;11970,457131964087
May;14;35,19690921856970;35,586793420225504;1921,728382213599;2286,060073349370
Nov;1;32,33466398109851;24,411458791615523;NA;NA
Nov;2;8,21830746684210;4,628647161046609;NA;NA
Nov;3;244,43282640676313;266,382812538984467;NA;NA
Nov;4;-12,57113121320617;69,773149806931173;1902,986857396710;2389,407304899877
Nov;10;NA;7,968361511658984;NA;NA
Nov;11;-2,28479717158729;-0,753500536817768;NA;NA
Nov;12;10,65107398131745;9,704095989457254;NA;NA
Nov;13;44,23185588560010;42,552934391112750;NA;NA
Nov;14;12,22562765843048;12,474861566683307;NA;NA
Oct;2;14,86524405750557;7,174676810962134;2063,607382490342;2441,843876174728
Oct;3;141,51412003514531;206,970864193328907;22318,954972120802;37956,319787045592
Oct;5;6,42008075760993;7,516249476918606;4907,769233926454;5304,326043274198
Oct;6;14,48007872818316;31,333317142997636;2158,557308854112;1789,069326446315
Oct;7;19,17086549919600;16,007667680039020;6815,824389371023;6130,983634222089
Oct;9;49,95477131268382;28,771873818368576;3175,127759814956;2249,913307793639
Oct;10;7,19509572056960;5,001066689124457;NA;NA
Oct;11;10,65407945530722;8,932387330972906;1235,141493128133;977,508778083966
Oct;12;11,19777246768543;13,205368368479837;3481,414884409843;3273,221162761600
Oct;13;151,17668056304822;178,595821979042910;23810,354764911655;17023,997813624697
Oct;14;15,68663713775510;15,895055327741147;NA;NA
Sep;1;13,70960232776057;20,377207971882786;2756,748787148395;2339,799325459180
Sep;2;18,14147168994025;24,163301662818405;2731,781482938379;3192,064046160687
Sep;3;8,49291945650176;9,590469257440555;11362,176276164881;12845,012445248423
Sep;4;128,05121330716372;68,539718441227208;4968,854334076555;6076,667164360453
Sep;6;32,42165089089968;29,852127120637796;1416,266556508280;1599,299349453858
Sep;8;2,96234926477835;3,172758039698538;3555,049940101381;4298,244808098065
Sep;9;10,42923373592072;16,963852105124769;1920,595499434234;2429,119761344167
Sep;10;15,05335251903537;15,150550042287030;3267,913127445642;3705,218021833338
Sep;11;10,44420234664135;10,957771934353593;1310,835406613402;1195,956546330118
Sep;13;26,42928595843540;25,446357272516845;23959,170844555094;26407,918384067627
Sep;15;7,31110340362657;5,306394696928586;3002,055222294505;4119,028451334071
